City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,cozumel,20.5083,-86.9458,31.04,72,75,5.14,MX,1699551627
363,woolgoolga,-30.1106,153.2007,20.02,92,88,3.19,AU,1699551670
364,pudozh,61.8099,36.5345,-0.59,90,92,1.34,RU,1699551670
365,princeville,45.7668,-61.2985,8.62,84,40,5.14,CA,1699551671
366,taoudenni,22.6783,-3.9836,27.2,11,0,4.61,ML,1699551671
367,college,64.8569,-147.8028,2.99,60,100,4.63,US,1699551168
368,lakatoro,-16.0999,167.4164,25.01,81,96,7.5,VU,1699551424
369,xai-xai,-25.0519,33.6442,21.63,75,8,5.96,MZ,1699551673
370,portoferraio,42.8115,10.3146,16.96,88,100,10.8,IT,1699551673
371,taungdwingyi,20.0167,95.55,23.14,81,52,0.73,MM,1699551674
372,crane,31.3974,-102.3501,10.92,72,100,7.88,US,1699551525
373,ndele,8.4109,20.6473,26.4,66,66,2.2,CF,1699551675
374,nampula,-15.1165,39.2666,28.97,58,75,6.17,MZ,1699551527
375,redwood falls,44.5394,-95.1169,10.01,39,0,7.72,US,1699551676
376,tafuna,-14.3358,-170.72,25.97,100,75,2.57,AS,1699551639
377,bavly,54.393,53.2602,6.82,93,100,4.26,RU,1699551677
378,juruti,-2.1522,-56.0922,37.02,31,6,2.69,BR,1699551678
379,arkalyk,50.2486,66.9114,3.99,91,100,6.86,KZ,1699551678
380,zaterechnyy,44.7931,45.2097,12.26,71,58,8.81,RU,1699551679
381,kyustendil,42.2839,22.6911,7.12,58,0,2.04,BG,1699551679
382,callao,-12.0667,-77.15,26.51,73,100,4.63,PE,1699551234
383,miquelon,47.0975,-56.3814,5.0,78,100,13.69,PM,1699551680
384,belmonte,-15.8631,-38.8828,27.36,66,10,4.15,BR,1699551385
385,verdal,63.7933,11.4817,5.02,85,100,2.46,NO,1699551681
386,montrose,38.4166,-108.2673,-0.71,38,1,2.8,US,1699551518
387,dobre miasto,53.9867,20.3975,7.85,70,100,6.35,PL,1699551682
388,smara,26.7384,-11.6719,27.36,23,9,5.58,EH,1699551682
389,plettenberg bay,-34.0527,23.3716,15.16,79,0,2.23,ZA,1699551289
390,kumeny,58.1089,49.9161,4.29,95,100,2.35,RU,1699551684
391,aizpute,56.7167,21.6,7.57,83,100,5.7,LV,1699551684
392,polyarnyy,69.1989,33.4478,-5.83,92,91,4.7,RU,1699551210
393,aberdeen,57.1437,-2.0981,3.08,93,55,1.03,GB,1699551393
394,egilsstadir,65.2653,-14.3948,1.95,93,75,3.09,IS,1699551323
395,phalodi,27.1333,72.3667,26.6,29,18,2.08,IN,1699551687
396,orange,33.7,-117.7675,24.81,17,0,7.72,US,1699551688
397,tabas,33.5959,56.9244,17.12,31,0,2.06,IR,1699551688
398,north bay,46.3168,-79.4663,2.19,95,100,3.6,CA,1699551689
399,tofol,5.3248,163.0078,28.3,81,94,6.25,FM,1699551390
400,georgetown,5.4112,100.3354,26.12,97,40,1.54,MY,1699551140
401,vallenar,-28.5708,-70.7581,21.99,22,84,5.08,CL,1699551073
402,buala,-8.145,159.5921,26.12,88,100,2.39,SB,1699551599
403,dazhong,33.1997,120.4578,12.64,67,100,8.31,CN,1699551690
404,sao jose da coroa grande,-8.8978,-35.1478,28.14,57,12,4.32,BR,1699551346
405,yeed,4.55,43.0333,29.25,46,83,3.77,SO,1699551691
406,kolonia,50.9333,6.95,11.09,75,100,5.14,DE,1699551392
407,palmer,42.1584,-72.3287,4.63,83,100,2.06,US,1699551692
408,qui nhon,13.7667,109.2333,25.19,90,31,2.76,VN,1699551431
409,monroeville,40.4212,-79.7881,14.39,71,100,5.66,US,1699551558
410,roches noire,-20.1111,57.7122,25.7,74,51,4.64,MU,1699551693
411,bela,25.9333,81.9833,22.64,40,2,0.97,IN,1699551694
412,kyren,51.6828,102.1408,-14.47,87,2,0.89,RU,1699551694
413,hyesan,41.4017,128.1778,-6.95,84,99,1.73,KP,1699551695
414,nieuw amsterdam,5.8833,-55.0833,35.09,49,40,2.06,SR,1699551695
415,balkanabat,39.5108,54.3671,17.5,32,46,7.8,TM,1699551696
416,mundri,-6.9558,111.71,26.19,80,100,2.17,ID,1699551696
417,machulishchy,53.7788,27.5948,4.88,86,41,3.21,BY,1699551697
418,ihtiman,42.4333,23.8167,5.65,63,0,0.45,BG,1699551697
419,tolanaro,-25.0319,46.9987,24.04,88,75,1.54,MG,1699551532
420,palmerston north,-40.35,175.6167,8.19,81,36,0.45,NZ,1699551698
421,carnarvon,-24.8667,113.6333,20.43,75,75,9.98,AU,1699551272
422,aoulef,26.9667,1.0833,27.52,21,33,4.88,DZ,1699551350
423,zhaqsy,51.9083,67.3133,1.22,97,100,6.2,KZ,1699551699
424,kabalo,-6.05,26.9167,21.99,98,100,2.16,CD,1699551700
425,sudislavl',57.8817,41.7083,3.38,94,86,1.95,RU,1699551700
426,sur,22.5667,59.5289,26.7,62,0,3.25,OM,1699551168
427,antsiranana,-12.2787,49.2917,25.43,85,25,4.34,MG,1699551377
428,flying fish cove,-10.4217,105.6791,25.82,88,75,3.6,CX,1699551701
429,taroa,8.7058,171.2275,24.54,97,100,5.1,MH,1699551702
430,tralee,52.2704,-9.7026,9.14,93,75,6.69,IE,1699551405
431,tanhuato de guerrero,20.2833,-102.3333,26.91,41,44,2.24,MX,1699551703
432,tadine,-21.55,167.8833,20.91,67,97,6.9,NC,1699551703
433,santa cruz de tenerife,28.4682,-16.2546,24.6,72,20,3.09,ES,1699551703
434,haci zeynalabdin,40.6233,49.5586,19.08,52,94,10.64,AZ,1699551704
435,wundanyi,-3.4019,38.364,18.77,88,99,2.15,KE,1699551704
436,san antonio de pale,-1.4014,5.6325,26.11,79,22,4.67,GQ,1699551529
437,nuuk,64.1835,-51.7216,-2.66,80,75,3.09,GL,1699551101
438,levelland,33.5873,-102.378,9.55,42,100,6.31,US,1699551706
439,harrisonville,38.6533,-94.3488,11.83,44,0,3.09,US,1699551596
440,wilhelmsburg,48.1057,15.6054,7.43,99,100,2.15,AT,1699551707
441,that phanom,16.9364,104.7104,24.77,82,32,2.02,TH,1699551708
442,superior,46.7208,-92.1041,4.71,73,100,9.26,US,1699551707
443,sterling,39.0062,-77.4286,25.72,54,20,3.13,US,1699551709
444,solleftea,63.1667,17.2667,0.92,96,100,1.93,SE,1699551709
445,torghay,49.6339,63.4981,7.9,61,96,3.31,KZ,1699551710
446,marianna,30.7744,-85.2269,26.38,57,100,2.06,US,1699551710
447,warrenton,-28.114,24.8475,27.14,15,0,4.17,ZA,1699551711
448,mangrol,21.1167,70.1167,27.37,74,0,3.29,IN,1699551368
449,ak-dovurak,51.1833,90.6,-6.05,87,100,1.34,RU,1699551712
450,saint george,37.1041,-113.5841,13.57,33,0,1.79,US,1699551596
451,peterborough,52.5736,-0.2478,8.88,81,40,7.2,GB,1699551503
452,midvagur,62.0511,-7.1939,7.46,76,100,8.23,FO,1699551564
453,kurchum,48.5722,83.6542,0.52,62,22,1.31,KZ,1699551713
454,augsburg,48.3667,10.8833,9.29,66,0,3.6,DE,1699551713
455,kamina,-8.7386,24.9906,19.31,97,100,2.62,CD,1699551714
456,thames,-37.1333,175.5333,12.17,79,43,2.63,NZ,1699551714
457,bignona,12.8103,-16.2264,31.02,41,100,1.54,SN,1699551715
458,gurupi,-11.7292,-49.0686,32.5,35,58,4.15,BR,1699551715
459,nurmijarvi,60.4641,24.8073,4.17,98,100,1.54,FI,1699551716
460,argo,37.6333,22.7333,19.88,76,42,0.87,GR,1699551702
461,yelizovo,53.1873,158.3805,-0.92,54,20,7.15,RU,1699551342
462,aswan,24.0934,32.907,31.61,30,0,3.6,EG,1699551717
463,palu,-0.8917,119.8707,24.44,95,92,1.11,ID,1699551717
464,aver-o-mar,41.4078,-8.7812,14.49,82,40,0.0,PT,1699551718
465,dame-marie,18.5667,-74.4167,29.18,70,12,1.37,HT,1699551718
466,olyokminsk,60.3736,120.4264,-20.36,98,72,1.8,RU,1699551542
467,kyshtovka,56.555,76.6271,-0.37,77,24,4.02,RU,1699551719
468,hisua,24.8333,85.4167,19.1,53,0,2.04,IN,1699551719
469,nizhneangarsk,55.7833,109.55,-13.33,68,74,2.68,RU,1699551720
470,ra's bayrut,33.9,35.4833,23.81,73,75,2.06,LB,1699551710
471,sao joao da barra,-21.6403,-41.0511,31.05,70,3,8.24,BR,1699551327
472,moanda,-1.5575,13.2178,23.33,95,83,0.7,GA,1699551721
473,selfoss,63.9331,-20.9971,3.36,62,0,4.78,IS,1699551722
474,busembatia,0.7697,33.6131,20.61,83,100,2.57,UG,1699551722
475,sanming,26.2486,117.6186,20.92,95,24,0.46,CN,1699551464
476,aripuana,-9.1667,-60.6333,37.09,32,69,1.71,BR,1699551682
477,hanzhong,33.0728,107.0303,13.87,77,100,1.71,CN,1699551628
478,shahpura,27.3833,75.9667,22.53,34,41,1.43,IN,1699551724
479,sumperk,49.9653,16.9706,8.7,85,100,2.16,CZ,1699551724
480,fale old settlement,-9.3852,-171.2468,27.71,80,100,2.96,TK,1699551199
481,atar,20.5169,-13.0499,28.65,15,0,4.73,MR,1699551725
482,bay roberts,47.5999,-53.2648,6.86,95,100,3.13,CA,1699551726
483,likiep,9.8251,169.3107,27.9,80,100,9.6,MH,1699551709
484,cienfuegos,22.1461,-80.4356,32.08,62,40,4.63,CU,1699551727
485,fengxian,34.7039,116.5872,6.69,36,99,4.97,CN,1699551652
486,nanao,37.05,136.9667,18.99,73,100,2.18,JP,1699551728
487,luckeesarai,25.1833,86.0833,21.41,52,0,0.64,IN,1699551728
488,machico,32.7,-16.7667,22.78,76,20,4.63,PT,1699551531
489,as sulayyil,20.4607,45.5779,25.14,26,58,4.38,SA,1699551729
490,saint-philippe,-21.3585,55.7679,24.77,81,69,4.94,RE,1699551247
491,torbat-e heydariyeh,35.274,59.2195,10.45,60,47,1.01,IR,1699551730
492,kudahuvadhoo,2.6708,72.8944,27.26,77,65,3.56,MV,1699551626
493,ribeira brava,32.65,-17.0667,22.78,74,71,1.13,PT,1699551732
494,weno,7.4515,151.8468,27.94,82,99,9.45,FM,1699551161
495,trinidad,-14.8333,-64.9,35.99,46,75,6.17,BO,1699551275
496,beitbridge,-22.2167,30.0,28.59,34,0,5.75,ZW,1699551733
497,sos'va,59.1766,61.8558,1.7,90,36,2.68,RU,1699551734
498,qamdo,31.1667,97.2333,-2.68,41,94,1.07,CN,1699551349
499,novovarshavka,54.1721,74.6946,3.22,77,84,3.32,RU,1699551735
500,bandarbeyla,9.4942,50.8122,26.59,81,94,7.39,SO,1699551398
501,bontang,0.1333,117.5,24.96,90,98,1.71,ID,1699551737
502,jiangzi,28.95,89.6333,-3.55,64,11,2.95,CN,1699551505
503,carauari,-4.8828,-66.8958,34.22,46,57,1.05,BR,1699551738
504,mont-tremblant,46.1949,-74.6264,-1.34,86,100,1.03,CA,1699551275
505,brezina,33.0989,1.2608,17.89,21,100,5.9,DZ,1699551359
506,floresville,29.1336,-98.1561,26.59,79,99,0.3,US,1699551711
507,den burg,53.0542,4.7972,8.99,89,100,7.72,NL,1699551740
508,neryungri,56.6709,124.6491,-21.53,98,95,2.05,RU,1699551741
509,porto seguro,-16.4497,-39.0647,28.29,65,40,4.63,BR,1699551741
510,harstad,68.799,16.5293,-0.47,77,21,2.07,NO,1699551720
511,turinskaya sloboda,57.6232,64.3858,2.3,88,100,2.37,RU,1699551742
512,halden,59.1226,11.3871,4.79,93,100,0.98,NO,1699551743
513,orzu,37.5593,68.8184,11.22,63,1,0.56,TJ,1699551743
514,villa gesell,-37.2639,-56.973,17.81,52,0,4.68,AR,1699551744
515,ati,13.2154,18.3353,32.64,16,41,3.97,TD,1699551744
516,bodo,67.28,14.405,1.02,69,0,6.69,NO,1699551284
517,santa rosalia,27.3167,-112.2833,23.24,49,0,3.83,MX,1699551745
518,bafoulabe,13.8065,-10.8321,34.17,16,98,2.26,ML,1699551746
519,maun,-19.9833,23.4167,32.66,19,26,4.91,BW,1699551746
520,camalu,30.85,-116.0667,21.6,21,1,3.13,MX,1699551747
521,hamilton,39.1834,-84.5333,16.91,62,40,5.14,US,1699551049
522,mena,51.5217,32.2157,4.98,92,19,3.33,UA,1699551748
523,garzon,2.1959,-75.6278,24.39,87,99,1.05,CO,1699551748
524,caceres,39.522,-6.3748,11.94,75,75,2.45,ES,1699551749
525,fort bragg,35.139,-79.006,26.57,54,0,3.6,US,1699551267
526,nadym,65.5333,72.5167,-2.83,88,100,6.94,RU,1699551155
527,margate,51.3813,1.3862,8.16,82,94,3.58,GB,1699551391
528,at taraf,25.3628,49.725,24.3,59,0,2.93,SA,1699551751
529,dudinka,69.4058,86.1778,-5.21,89,100,12.88,RU,1699551248
530,brookings,44.3114,-96.7984,7.47,54,75,7.72,US,1699551244
531,chapaev,50.2,51.1667,10.41,67,100,10.85,KZ,1699551752
532,duong dong,10.2167,103.9667,26.0,94,40,1.54,VN,1699551753
533,dunedin,-45.8742,170.5036,4.92,84,26,1.95,NZ,1699551008
534,tinde,-3.8833,33.2,27.08,37,96,3.25,TZ,1699551754
535,san pedro pochutla,15.7333,-96.4667,32.84,53,41,3.22,MX,1699551540
536,la sarre,48.8002,-79.1996,-1.18,94,100,4.12,CA,1699551658
537,orsa,54.5153,30.4053,6.29,89,57,3.29,BY,1699551755
538,lincoln,40.8,-96.667,15.0,31,0,5.66,US,1699551363
539,iquique,-20.2208,-70.1431,21.02,73,77,1.74,CL,1699551687
540,alcains,39.9164,-7.4566,8.16,77,92,2.59,PT,1699551757
541,veshenskaya,49.6303,41.7334,10.06,70,100,3.58,RU,1699551757
542,sardinata,8.0829,-72.8007,34.82,41,20,2.36,CO,1699551758
543,pisco,-13.7,-76.2167,21.03,78,100,3.09,PE,1699551167
544,deols,46.8293,1.7043,10.05,87,75,9.26,FR,1699551759
545,arar,30.9753,41.0381,23.01,21,0,2.06,SA,1699551759
546,suoyarvi,62.0833,32.35,-0.05,99,100,2.21,RU,1699551760
547,hailar,49.2,119.7,-20.97,98,55,2.78,CN,1699551747
548,mao,39.8885,4.2658,15.31,94,40,3.09,ES,1699551446
549,toamasina,-18.1667,49.3833,26.0,78,40,1.54,MG,1699551761
550,panitian,9.0965,118.0864,26.33,87,34,1.73,PH,1699551761
551,punta de bombon,-17.1717,-71.7931,19.8,77,94,2.5,PE,1699551762
552,choibalsan,48.0667,114.5,-12.46,92,99,4.59,MN,1699551762
553,shakawe,-18.3667,21.85,33.26,19,59,2.23,BW,1699551763
554,ulanhot,46.0833,122.0833,-10.43,57,33,5.35,CN,1699551763
555,kibondo,-3.5864,30.7203,19.1,77,65,1.45,TZ,1699551763
556,peterhead,57.5058,-1.7981,3.03,77,25,1.45,GB,1699551764
